date,equity,daily_return,pnl_long,pnl_short,cum_invest_long,cum_invest_short,cum_invest_total,return_over_inv,cum_pnl_long,cum_pnl_short,open_positions,longs_open,shorts_open,cum_return,running_max,drawdown
2023-04-03,50.87,0.0,0.0,0.0,0.0,50.87,50.87,0.0,0.0,0.0,4,0,4,0.0,50.87,0.0
2023-04-04,103.785,1.0402005111067427,0.0,0.0,0.0,103.785,103.785,0.0,0.0,0.0,10,0,10,0.0,103.785,0.0
2023-04-05,165.89000000000001,0.5984005395770103,0.0,0.0,0.0,165.89000000000001,165.89000000000001,0.0,0.0,0.0,16,0,16,0.0,165.89000000000001,0.0
2023-04-06,213.60000000000002,0.28760021701127253,0.0,0.0,0.95,214.55,215.5,0.0,0.0,0.0,22,1,21,0.0,213.60000000000002,0.0
2023-04-10,226.28000000000003,0.05936329588014984,0.0,0.0,0.95,227.23000000000002,228.18,0.0,0.0,0.0,24,1,23,0.0,226.28000000000003,0.0
2023-04-11,251.38500000000005,0.11094661481350546,0.0,0.0,1.96,253.34500000000003,255.30500000000004,0.0,0.0,0.0,29,2,27,0.0,251.38500000000005,0.0
2023-04-12,311.125,0.23764345525787114,0.0,0.0,1.96,313.085,315.04499999999996,0.0,0.0,0.0,33,2,31,0.0,311.125,0.0
2023-04-13,337.00499999999994,0.08318200080353536,0.0,7.1299999999999955,12.335,342.21,354.54499999999996,0.020110282192669467,0.0,7.1299999999999955,32,3,29,7.1299999999999955,337.00499999999994,0.0
2023-04-14,536.2749999999999,0.591296865031676,0.0,6.729999999999995,23.285,545.6999999999999,568.9849999999999,0.024359165883107627,0.0,13.85999999999999,46,4,42,13.85999999999999,536.2749999999999,0.0
2023-04-17,524.1799999999998,-0.0225537270989698,0.0,11.419999999999996,89.41,588.31,677.7199999999999,0.03730154045918667,0.0,25.279999999999987,48,6,42,25.279999999999987,536.2749999999999,-0.0225537270989698
2023-04-18,458.9199999999999,-0.12449921782593756,-0.01999999999999993,7.1149999999999975,184.655,611.1999999999999,795.8549999999999,0.04067952076697386,-0.01999999999999993,32.39499999999998,52,11,41,32.37499999999998,536.2749999999999,-0.14424502354202598
2023-04-19,492.5949999999999,0.07337880240564808,0.0,1.0549999999999993,210.03,669.1949999999999,879.2249999999999,0.038022121754954626,-0.01999999999999993,33.44999999999998,57,13,44,33.42999999999998,536.2749999999999,-0.08145074821686628
2023-04-20,572.5399999999998,0.1622935677382027,-0.10000000000000009,1.1400000000000001,219.655,757.7249999999999,977.3799999999999,0.035267756655548495,-0.12000000000000002,34.58999999999998,59,13,46,34.469999999999985,572.5399999999998,0.0
2023-04-21,747.4899999999999,0.3055681699095261,0.0,10.959999999999997,219.655,921.7149999999998,1141.37,0.03980304371062845,-0.12000000000000002,45.54999999999998,69,13,56,45.429999999999986,747.4899999999999,0.0
2023-04-24,794.0349999999999,0.06226839155038859,-1.6649999999999991,3.5999999999999996,219.655,966.3249999999997,1185.9799999999998,0.03993743570717887,-1.7849999999999993,49.149999999999984,71,12,59,47.36499999999999,794.0349999999999,0.0
2023-04-25,811.6199999999997,0.022146378937955898,-0.6999999999999988,12.094999999999992,229.32999999999998,982.1899999999996,1211.5199999999995,0.04850105652403592,-2.484999999999998,61.244999999999976,57,13,44,58.75999999999998,811.6199999999997,0.0
2023-04-26,858.5199999999998,0.05778566324141853,-20.09999999999999,-5.98,230.48,1056.3199999999997,1286.7999999999997,0.02539633198632265,-22.58499999999999,55.26499999999997,58,12,46,32.67999999999998,858.5199999999998,0.0
2023-04-27,900.1199999999997,0.04845548152634758,-16.945000000000007,-0.45499999999999774,230.48,1115.3199999999997,1345.7999999999997,0.011353841581215615,-39.53,54.809999999999974,54,6,48,15.279999999999973,900.1199999999997,0.0
2023-04-28,1096.4849999999997,0.21815424610052003,3.269999999999995,5.0799999999999965,233.795,1306.6499999999999,1540.445,0.015339723261784724,-36.260000000000005,59.88999999999997,69,7,62,23.629999999999967,1096.4849999999997,0.0
2023-05-01,1071.795,-0.022517407898876508,-0.7999999999999989,6.699999999999999,264.385,1306.6499999999999,1571.0349999999999,0.018796525857157846,-37.06,66.58999999999997,66,10,56,29.529999999999973,1096.4849999999997,-0.022517407898876508
2023-05-02,1045.7050000000002,-0.02434234158584423,0.0,0.3049999999999957,293.185,1309.0549999999998,1602.2399999999998,0.01862080587177949,-37.06,66.89499999999997,56,12,44,29.834999999999965,1096.4849999999997,-0.0463116230500185
2023-05-03,999.4050000000002,-0.044276349448458166,0.0,-5.240000000000004,334.245,1309.0549999999998,1643.2999999999997,0.014966835027079637,-37.06,61.654999999999966,56,17,39,24.594999999999963,1096.4849999999997,-0.08853746289278877
2023-05-04,944.2400000000002,-0.05519784271641622,-2.34,0.6749999999999992,399.87,1321.1799999999998,1721.0499999999997,0.013323261962174232,-39.400000000000006,62.32999999999996,56,19,37,22.929999999999957,1096.4849999999997,-0.1388482286579383
2023-05-05,926.6150000000001,-0.018665805303736453,-0.08999999999999977,-0.19499999999999862,425.05999999999995,1329.0299999999997,1754.0899999999997,0.01290982788796468,-39.49,62.13499999999996,54,24,30,22.64499999999996,1096.4849999999997,-0.154922319958777
2023-05-08,898.5300000000001,-0.030309243860718888,0.0,-2.0800000000000027,451.06499999999994,1329.0299999999997,1780.0949999999998,0.01155275420693837,-39.49,60.05499999999996,52,28,24,20.564999999999955,1096.4849999999997,-0.180535985444397
2023-05-09,877.64,-0.023249084615983993,0.43999999999999995,21.689999999999994,494.0849999999999,1329.0299999999997,1823.1149999999998,0.023418709187297538,-39.050000000000004,81.74499999999995,34,29,5,42.69499999999994,1096.4849999999997,-0.19958777365855415
2023-05-10,824.335,-0.06073674855293737,-0.769999999999998,0.0,546.62,1329.0299999999997,1875.6499999999996,0.02235225121957719,-39.82,81.74499999999995,38,33,5,41.92499999999995,1096.4849999999997,-0.24820220978855134
2023-05-11,785.9999999999999,-0.04650415183147646,-2.7899999999999983,0.3449999999999999,582.51,1329.0299999999997,1911.5399999999997,0.020653504504221702,-42.61,82.08999999999995,40,37,3,39.47999999999995,1096.4849999999997,-0.28316392837111304
2023-05-12,742.0883333333331,-0.055867260390161266,1.095,0.0,637.5166666666668,1339.0299999999997,1976.5466666666666,0.020528227683299465,-41.515,82.08999999999995,43,39,4,40.574999999999946,1096.4849999999997,-0.3232115958418644
2023-05-15,686.9379166666664,-0.0743178597336796,-0.8300000000000003,2.4250000000000007,694.2620833333334,1339.0299999999997,2033.2920833333333,0.02073976500752779,-42.345,84.51499999999994,46,44,2,42.169999999999945,1096.4849999999997,-0.37350906153146957
2023-05-16,611.5629166666665,-0.10972607301363345,-3.7749999999999977,-4.800000000000001,761.0620833333334,1339.0299999999997,2100.092083333333,0.01599691759547843,-46.12,79.71499999999995,49,48,1,33.59499999999995,1096.4849999999997,-0.4422514519882473
2023-05-17,562.5866666666665,-0.08008374717509996,-3.120000000000002,0.0,806.9183333333334,1339.0299999999997,2145.9483333333333,0.014201180674589064,-49.24,79.71499999999995,51,50,1,30.474999999999945,1096.4849999999997,-0.4869180456944996
2023-05-18,539.4441666666665,-0.04113588424894523,8.205000000000009,0.0,838.2658333333334,1339.0299999999997,2177.295833333333,0.01776515593693245,-41.035,79.71499999999995,54,53,1,38.67999999999995,1096.4849999999997,-0.5080241255770332
2023-05-19,443.8001666666665,-0.17730101817766142,-1.9199999999999993,0.0,931.9898333333334,1339.0299999999997,2271.0198333333333,0.016186560531285518,-42.955,79.71499999999995,60,59,1,36.75999999999995,1096.4849999999997,-0.5952519490310706
2023-05-22,391.9951666666665,-0.11673046540090685,2.1899999999999973,0.0,985.9848333333334,1339.0299999999997,2325.014833333333,0.01675258129177525,-40.765,79.71499999999995,61,60,1,38.949999999999946,1096.4849999999997,-0.6424983773907836
2023-05-23,278.12516666666653,-0.2904882755782278,-1.9249999999999972,-5.5,1092.4298333333334,1339.0299999999997,2431.4598333333333,0.012965461969726122,-42.69,74.21499999999995,64,64,0,31.52499999999995,1096.4849999999997,-0.7463484072589534
2023-05-24,207.73066666666654,-0.2531036685521088,8.210499999999994,0.0,1171.0348333333336,1339.0299999999997,2510.0648333333334,0.015830467592835726,-34.4795,74.21499999999995,65,65,0,39.735499999999945,1096.4849999999997,-0.8105485559157977
2023-05-25,201.67358333333314,-0.029158349272776603,22.107916666666668,0.0,1199.1998333333336,1339.0299999999997,2538.2298333333333,0.024364782043969073,-12.371583333333334,74.21499999999995,59,59,0,61.84341666666661,1096.4849999999997,-0.8160726472926367
2023-05-26,213.99608333333313,0.06110121016510592,32.5625,0.0,1226.8898333333336,1346.4799999999998,2573.369833333333,0.036685716698707425,20.190916666666666,74.21499999999995,62,61,1,94.40591666666661,1096.4849999999997,-0.8048344634597526
2023-05-30,161.20158333333313,-0.2467077863185193,13.2005,0.0,1294.2148333333337,1347.8099999999997,2642.0248333333334,0.04072876806797612,33.391416666666665,74.21499999999995,61,59,2,107.6064166666666,1096.4849999999997,-0.8529833209452631
2023-05-31,132.41908333333313,-0.17854973508841696,31.98749999999999,0.0,1354.9848333333337,1347.8099999999997,2702.7948333333334,0.05164798857281617,65.37891666666665,74.21499999999995,54,52,2,139.5939166666666,1096.4849999999997,-0.8792331100440652
2023-06-01,104.22908333333315,-0.2128847239414764,15.88,0.0,1399.0548333333336,1347.8099999999997,2746.864833333333,0.056600497694674796,81.25891666666665,74.21499999999995,50,48,2,155.47391666666658,1096.4849999999997,-0.904942536073605
2023-06-02,195.90908333333314,0.879600943114887,93.33500000000001,0.0,1403.0548333333336,1350.1549999999997,2753.2098333333333,0.09037048816778039,174.59391666666664,74.21499999999995,43,40,3,248.8089166666666,1096.4849999999997,-0.8213299011538387
2023-06-05,228.78408333333317,0.16780743108304094,32.875,0.0,1403.0548333333336,1350.1549999999997,2753.2098333333333,0.10231109639966295,207.46891666666664,74.21499999999995,33,30,3,281.6839166666666,1096.4849999999997,-0.7913477308551113
2023-06-06,163.22908333333316,-0.28653654154991137,-2.1049999999999986,0.0,1466.5048333333336,1350.1549999999997,2816.659833333333,0.0992590277881739,205.36391666666665,74.21499999999995,32,29,3,279.5789166666666,1096.4849999999997,-0.851134230442429
2023-06-07,107.14408333333313,-0.34359685697350767,-1.5449999999999973,0.81,1521.8548333333338,1350.1549999999997,2872.0098333333335,0.09709016780873368,203.81891666666667,75.02499999999995,26,24,2,278.8439166666666,1096.4849999999997,-0.9022840409733529
2023-06-08,94.71908333333312,-0.11596533950778151,8.170000000000003,-0.03999999999999999,1542.4098333333338,1350.1549999999997,2892.564833333334,0.09921088487270435,211.98891666666668,74.98499999999994,23,22,1,286.97391666666664,1096.4849999999997,-0.9136157053372065
2023-06-09,63.00908333333314,-0.33477942230930285,-10.879999999999995,0.0,1563.2398333333338,1350.1549999999997,2913.3948333333337,0.09476707842952284,201.1089166666667,74.98499999999994,21,20,1,276.09391666666664,1096.4849999999997,-0.9425353896010131
2023-06-12,15.324083333333142,-0.7567956471884367,-9.885000000000003,0.0,1601.0398333333337,1350.1549999999997,2951.1948333333335,0.09020377565719286,191.2239166666667,74.98499999999994,19,18,1,266.20891666666665,1096.4849999999997,-0.9860243566183458
2023-06-13,0.0,-1.0,2.7299999999999995,0.6549999999999997,1619.748916666667,1350.1549999999997,2969.9039166666666,0.09077529921212096,193.9539166666667,75.63999999999994,18,18,0,269.59391666666664,1096.4849999999997,-1.0
2023-06-14,0.0,0.0,0.0,0.0,1619.748916666667,1350.1549999999997,2969.9039166666666,0.09077529921212096,193.9539166666667,75.63999999999994,20,20,0,269.59391666666664,1096.4849999999997,-1.0
2023-06-15,3.552713678800501e-15,0.0,26.394999999999996,0.0,1646.1439166666669,1350.1549999999997,2996.2989166666666,0.0987848425336513,220.3489166666667,75.63999999999994,20,20,0,295.9889166666666,1096.4849999999997,-1.0
2023-06-16,2.6645352591003757e-15,-0.25,13.649999999999997,0.0,1659.7939166666667,1350.1549999999997,3009.9489166666663,0.10287181784120535,233.9989166666667,75.63999999999994,30,30,0,309.63891666666666,1096.4849999999997,-1.0
2023-06-20,-4.440892098500626e-16,-1.1666666666666667,5.969999999999997,0.0,1665.7639166666668,1350.1549999999997,3015.9189166666665,0.10464767965827551,239.9689166666667,75.63999999999994,35,35,0,315.60891666666663,1096.4849999999997,-1.0
2023-06-21,-3.8600000000000003,0.0,-3.86,0.0,1665.7639166666668,1350.1549999999997,3015.9189166666665,0.10336780440079801,236.1089166666667,75.63999999999994,35,35,0,311.7489166666666,1096.4849999999997,-1.003520339995531
2023-06-22,0.0,0.0,6.974999999999999,0.0,1668.878916666667,1350.1549999999997,3019.0339166666668,0.10557149255831204,243.08391666666668,75.63999999999994,37,37,0,318.72391666666664,1096.4849999999997,-1.0
2023-06-23,-0.8056089581222503,0.0,-0.8056089581222503,0.0,1668.878916666667,1350.1549999999997,3019.0339166666668,0.10530464926328481,242.27830770854442,75.63999999999994,36,36,0,317.9183077085444,1096.4849999999997,-1.0007347195430145
2023-06-26,-0.8056089581222503,0.0,0.0,0.0,1668.878916666667,1350.1549999999997,3019.0339166666668,0.10530464926328481,242.27830770854442,75.63999999999994,36,36,0,317.9183077085444,1096.4849999999997,-1.0007347195430145
2023-06-27,-8.731973772217337,0.0,-7.926364814095086,0.0,1668.878916666667,1350.1549999999997,3019.0339166666668,0.10267918527947947,234.35194289444934,75.63999999999994,35,35,0,309.99194289444927,1096.4849999999997,-1.0079636053135403
2023-06-28,-11.398917293812023,0.0,-2.6669435215946837,0.0,1668.878916666667,1350.1549999999997,3019.0339166666668,0.10179580881031439,231.68499937285466,75.63999999999994,24,24,0,307.3249993728546,1096.4849999999997,-1.0103958716205075
2023-06-29,-12.044691668422237,0.0,-0.6457743746102138,0.0,1668.878916666667,1350.1549999999997,3019.0339166666668,0.10158190781004896,231.03922499824444,75.63999999999994,17,17,0,306.67922499824436,1096.4849999999997,-1.0109848211953856
2023-06-30,-12.044691668422237,0.0,0.0,0.0,1668.878916666667,1350.1549999999997,3019.0339166666668,0.10158190781004896,231.03922499824444,75.63999999999994,14,14,0,306.67922499824436,1096.4849999999997,-1.0109848211953856
2023-07-03,28.611310530185307,0.0,-0.693997801392451,0.0,1668.878916666667,1391.5049999999997,3060.3839166666667,0.09998262816977792,230.345227196852,75.63999999999994,13,11,2,305.98522719685195,1096.4849999999997,-0.9739063365844627
2023-07-05,72.51131053018531,1.534358237581775,0.0,0.0,1668.878916666667,1435.4049999999997,3104.2839166666668,0.09856869906584262,230.345227196852,75.63999999999994,14,9,5,305.98522719685195,1096.4849999999997,-0.9338693091741471
2023-07-06,125.92131053018534,0.7365747441258325,0.0,0.0,1668.878916666667,1488.815,3157.693916666667,0.09690148420713837,230.345227196852,75.63999999999994,16,7,9,305.98522719685195,1096.4849999999997,-0.8851591125002299
2023-07-07,143.55131053018536,0.14000807270643703,0.0,0.0,1668.878916666667,1506.445,3175.323916666667,0.09636346880732201,230.345227196852,75.63999999999994,19,5,14,305.98522719685195,1096.4849999999997,-0.8690804611734904
2023-07-10,154.05131053018536,0.07314457779047656,0.0,0.0,1668.878916666667,1516.945,3185.823916666667,0.09604586920077014,230.345227196852,75.63999999999994,18,3,15,305.98522719685195,1096.4849999999997,-0.8595044067815014
2023-07-11,154.05131053018536,0.0,0.0,0.0,1668.878916666667,1516.945,3185.823916666667,0.09604586920077014,230.345227196852,75.63999999999994,17,2,15,305.98522719685195,1096.4849999999997,-0.8595044067815014
2023-07-12,167.33131053018536,0.08620504398369186,0.0,0.0,1668.878916666667,1530.225,3199.103916666667,0.09564716719664293,230.345227196852,75.63999999999994,17,0,17,305.98522719685195,1096.4849999999997,-0.8473929779885858
2023-07-13,207.44631053018537,0.2397339737129684,0.0,-8.084999999999999,1668.878916666667,1578.425,3247.3039166666667,0.09173771067989357,230.345227196852,67.55499999999995,19,0,19,297.9002271968519,1096.4849999999997,-0.8108078901852871
2023-07-14,457.2063105301854,1.203974172216756,0.0,-5.479999999999991,1668.878916666667,1833.665,3502.543916666667,0.08348795451368533,230.345227196852,62.07499999999996,29,0,29,292.42022719685195,1096.4849999999997,-0.5830254763811766
2023-07-17,519.0013105301854,0.1351578020179583,0.0,-15.064999999999996,1718.9539166666668,1960.6000000000001,3679.5539166666667,0.0753774053807343,230.345227196852,47.00999999999996,32,2,30,277.35522719685196,1096.4849999999997,-0.5266681162713712
2023-07-18,496.4413105301854,-0.0434680983309153,0.0,-1.5999999999999999,1816.7539166666668,2037.4400000000003,3854.193916666667,0.07154679633642856,230.345227196852,45.40999999999996,35,4,31,275.75522719685193,1096.4849999999997,-0.5472429531364447
2023-07-19,579.0763105301852,0.16645472132798128,0.0,-0.6699999999999977,1826.5789166666668,2130.57,3957.148916666667,0.06951601594730279,230.345227196852,44.73999999999997,41,5,36,275.085227196852,1096.4849999999997,-0.47187940507149173
2023-07-20,609.8713105301853,0.053179519590095266,0.0,0.0,1860.4539166666668,2195.2400000000002,4055.693916666667,0.0678269200903952,230.345227196852,44.73999999999997,48,6,42,275.085227196852,1096.4849999999997,-0.4437942055475584
2023-07-21,730.4263105301852,0.19767284985941824,0.0,0.17999999999999974,1860.4539166666668,2315.615,4176.068916666667,0.0659149148852094,230.345227196852,44.919999999999966,61,6,55,275.265227196852,1096.4849999999997,-0.33384742104982246
2023-07-24,685.0013105301852,-0.062189709413709375,0.0,10.8,1958.6789166666667,2357.615,4316.2939166666665,0.06627565979514455,230.345227196852,55.71999999999997,62,8,54,286.065227196852,1096.4849999999997,-0.3752752563599271
2023-07-25,685.8313105301852,0.0012116765139582404,0.0,48.96999999999999,2023.9789166666667,2374.775,4398.753916666667,0.07616594006939548,230.345227196852,104.68999999999997,54,9,45,335.03522719685196,1096.4849999999997,-0.3745182920603698
2023-07-26,729.3613105301854,0.06347041806293317,0.28500000000001297,21.180000000000003,2060.8639166666667,2433.725,4494.588916666667,0.07931764924593908,230.63022719685202,125.86999999999998,54,9,45,356.500227196852,1096.4849999999997,-0.334818706566724
2023-07-27,759.2913105301855,0.041035903012518485,-26.8,0.9600000000000111,2060.8639166666667,2489.4950000000003,4550.358916666667,0.0726668452428528,203.830227196852,126.82999999999998,53,7,46,330.660227196852,1096.4849999999997,-0.3075223915236545
2023-07-28,787.3113105301856,0.03690283243256762,3.5999999999999996,15.939999999999998,2122.263916666667,2559.375,4681.638916666667,0.07480291270438152,207.430227196852,142.76999999999998,54,8,46,350.200227196852,1096.4849999999997,-0.2819680063747468
2023-07-31,810.7813105301856,0.02981031732440758,-9.399999999999997,9.669999999999995,2122.263916666667,2582.5750000000003,4704.8389166666675,0.07449144028190378,198.030227196852,152.43999999999997,49,7,42,350.47022719685197,1096.4849999999997,-0.260563244795701
2023-08-01,962.4163105301857,0.18702330459596195,0.0,4.2599999999999945,2123.853916666667,2731.5399999999995,4855.393916666666,0.07305900062592285,198.030227196852,156.69999999999996,41,8,33,354.73022719685196,1096.4849999999997,-0.12227133929767761
2023-08-02,1023.4763105301855,0.063444477542533,-6.324999999999992,1.6449999999999994,2125.388916666667,2798.815,4924.203916666667,0.07108767896716407,191.705227196852,158.34499999999997,41,7,34,350.050227196852,1096.4849999999997,-0.06658430299531154
2023-08-03,1149.0163105301854,0.12266038667271849,-5.17500000000001,-2.1799999999999993,2126.8389166666666,2933.1600000000003,5059.998916666667,0.06772634398558457,186.530227196852,156.16499999999996,45,7,38,342.695227196852,1149.0163105301854,0.0
2023-08-04,1341.4463105301854,0.16747368878620006,-13.929999999999996,5.2049999999999965,2126.8389166666666,3134.3150000000005,5261.153916666667,0.0634785129815109,172.600227196852,161.36999999999995,52,5,47,333.97022719685197,1341.4463105301854,0.0
2023-08-07,1363.2463105301854,0.016251116298037938,0.0,-3.2550000000000052,2129.5339166666668,3162.0650000000005,5291.598916666668,0.06249816594285251,172.600227196852,158.11499999999995,48,6,42,330.71522719685197,1363.2463105301854,0.0
2023-08-08,1477.551310530186,0.08384765036007742,-1.6249999999999978,-6.4399999999999995,2133.328916666667,3288.23,5421.558916666667,0.05951244506538107,170.975227196852,151.67499999999995,47,6,41,322.6502271968519,1477.551310530186,0.0
2023-08-09,1511.8613105301856,0.02322085179410003,0.0,-3.475000000000001,2134.5939166666667,3327.2799999999997,5461.873916666666,0.05843694528042891,170.975227196852,148.19999999999996,49,7,42,319.17522719685195,1511.8613105301856,0.0
2023-08-10,1554.4863105301856,0.028193723659117972,0.35,-0.47499999999999876,2134.5939166666667,3370.0299999999997,5504.623916666666,0.05796040420324543,171.32522719685198,147.72499999999997,45,6,39,319.05022719685195,1554.4863105301856,0.0
2023-08-11,1799.4646438635189,0.1575943973734828,0.03499999999999986,1.4199999999999933,2134.5939166666667,3613.5533333333324,5748.147249999999,0.05575800571164073,171.36022719685198,149.14499999999995,56,5,51,320.50522719685193,1799.4646438635189,0.0
2023-08-14,1982.2054771968521,0.10155288905314737,0.07999999999999993,15.570000000000007,2134.9864166666666,3781.036666666666,5916.023083333333,0.05682114867737267,171.440227196852,164.71499999999997,58,5,53,336.15522719685197,1982.2054771968521,0.0
2023-08-15,2187.634227196853,0.10363645563653119,0.0,21.05999999999999,2135.3876666666665,3965.806666666667,6101.194333333333,0.05854840998019655,171.440227196852,185.77499999999998,53,6,47,357.21522719685197,2187.634227196853,0.0
2023-08-16,2259.474227196853,0.032839127815280644,-0.11999999999999997,2.8799999999999972,2135.3876666666665,4034.8866666666668,6170.274333333333,0.05834023055541917,171.320227196852,188.65499999999997,53,5,48,359.97522719685196,2259.474227196853,0.0
2023-08-17,2365.614227196853,0.046975530290371666,0.9550000000000003,-11.750000000000009,2135.7926666666667,4152.226666666667,6288.019333333334,0.05553103587735767,172.275227196852,176.90499999999997,54,4,50,349.180227196852,2365.614227196853,0.0
2023-08-18,2566.3042271968525,0.0848363176433075,-0.09500000000000011,6.359999999999998,2145.2426666666665,4356.101666666668,6501.344333333334,0.05467257369747866,172.180227196852,183.26499999999996,64,4,60,355.445227196852,2566.3042271968525,0.0
2023-08-21,2589.4492271968525,0.00901880601478065,0.0,5.880000000000001,2154.1926666666664,4382.316666666669,6536.509333333335,0.05527800983228947,172.180227196852,189.14499999999995,67,5,62,361.325227196852,2589.4492271968525,0.0
2023-08-22,2695.512560530185,0.04095980420058244,0.0,3.413333333333343,2163.4926666666665,4494.266666666669,6657.759333333335,0.054783980956483735,172.180227196852,192.5583333333333,57,6,51,364.7385605301853,2695.512560530185,0.0
2023-08-23,2700.164643863519,0.0017258622354253924,-0.03124999999999993,4.68333333333332,2163.4926666666665,4494.266666666669,6657.759333333335,0.05548272705114081,172.148977196852,197.24166666666662,46,5,41,369.3906438635186,2700.164643863519,0.0
2023-08-24,2718.7596438635196,0.006886617096576057,-0.05499999999999997,18.64999999999999,2163.4926666666665,4494.266666666669,6657.759333333335,0.05827570875399398,172.093977196852,215.8916666666666,37,4,33,387.9856438635186,2718.7596438635196,0.0
2023-08-25,2742.39464386352,0.00869330249672732,0.0,23.635000000000012,2163.4926666666665,4494.266666666669,6657.759333333335,0.06182570189983614,172.093977196852,239.5266666666666,34,4,30,411.6206438635186,2742.39464386352,0.0
2023-08-28,2768.95664386352,0.009685695696436847,-0.098,26.659999999999997,2163.4926666666665,4494.266666666669,6657.759333333335,0.0658153324452078,171.99597719685198,266.1866666666666,26,3,23,438.1826438635186,2768.95664386352,0.0
2023-08-29,2736.3716438635206,-0.011767970463608918,2.0549999999999993,-34.640000000000015,2163.4926666666665,4494.266666666669,6657.759333333335,0.060921043185327685,174.050977196852,231.5466666666666,12,2,10,405.59764386351856,2768.95664386352,-0.011767970463608918
2023-08-30,2747.8116438635207,0.0041807186628523025,5.380000000000001,6.06,2163.4926666666665,4494.266666666669,6657.759333333335,0.06263933900036617,179.43097719685198,237.6066666666666,6,1,5,417.0376438635186,2768.95664386352,-0.00763645037449772
2023-08-31,2771.4016438635203,0.008585013478882896,5.205000000000001,18.385000000000005,2163.4926666666665,4494.266666666669,6657.759333333335,0.06618257311546735,184.635977196852,255.99166666666662,0,0,0,440.62764386351864,2771.4016438635203,0.0
